user_id,gender,favorite_genres,created_at,updated_at
39505,Male,Hip Hop,2024-01-27T19:41:45.133766,2024-04-28T18:28:04.995531
82150,Gender nonconforming,Electronic,2024-01-27T21:06:07.641486,2024-09-16T14:02:53.552511
30289,Gender nonconforming,Folk,2023-08-12T15:54:43.083143,2024-08-20T17:43:28.545064
55707,Gender questioning,Techno,2024-08-27T23:34:59.530242,2024-09-01T13:15:39.892031
18049,Genderfluid,Folk,2024-01-17T16:37:58.158980,2024-05-26T20:12:41.413640
31539,Gender nonconforming,Reggae,2024-12-15T08:36:54.515498,2024-06-11T15:47:36.288218
93295,Non-binary,Pop,2024-11-30T10:26:53.574625,2024-03-12T08:03:05.119278
15201,Gender nonconforming,Classical,2023-03-04T18:34:48.029080,2024-05-06T05:27:38.572517
89138,Female,Metal,2024-01-21T02:42:12.946402,2024-07-27T03:28:40.117599
49419,Bigender,Folk,2024-10-22T19:18:56.716781,2024-05-27T10:39:30.125476
55724,Female,Funk,2025-01-18T00:32:57.839590,2024-05-23T14:17:41.928368
29505,Genderqueer,Classical,2024-04-28T17:06:56.114731,2024-04-09T09:01:26.235875
7573,Female,Hip Hop,2023-10-25T23:09:26.929468,2024-11-03T16:27:03.537964
45262,Genderfluid,Pop,2023-03-21T15:09:34.873104,2024-03-28T15:36:17.789284
39308,Gender questioning,Punk,2024-11-06T12:27:23.353445,2025-01-01T17:21:42.298781
7907,Gender questioning,Jazz,2024-01-18T23:34:26.792384,2024-08-10T04:51:46.867446
22831,Female,Metal,2024-03-01T17:29:10.730369,2024-05-26T04:18:15.165419
99012,Male,Metal,2024-08-02T12:38:22.768681,2024-07-25T06:51:12.842835
27940,Bigender,Punk,2023-03-14T17:26:45.285237,2024-10-11T15:35:24.899777
59383,Male,Reggae,2024-02-29T23:34:54.883249,2024-08-05T15:48:56.764269
23239,Non-binary,Classical,2023-11-30T22:31:00.247171,2024-07-23T19:19:50.583373
58408,Gender nonconforming,Indie,2024-12-13T06:21:01.372007,2024-09-08T23:59:36.536631
70614,Non-binary,Folk,2023-12-03T01:30:15.849957,2024-07-25T23:08:55.506630
22742,Genderqueer,Punk,2024-09-20T06:40:07.112965,2024-04-15T20:36:58.326260
25545,Gender questioning,R&B,2023-07-30T09:18:19.838775,2024-05-01T19:14:09.281104
93124,Bigender,Electronic,2024-10-24T05:01:54.970450,2024-05-24T20:27:19.158160
13308,Male,Folk,2024-03-31T05:28:14.348627,2024-05-10T05:41:00.216437
6703,Female,Techno,2023-11-25T13:55:24.693781,2025-01-05T04:18:07.756536
4272,Gender questioning,Reggae,2023-02-15T08:09:12.960186,2024-10-24T12:13:02.364869
53456,Genderfluid,Jazz,2024-08-01T18:19:46.520147,2024-04-14T09:15:22.211739
1216,Male,Alternative,2023-12-07T06:07:18.680733,2024-04-17T18:04:25.177116
15758,Female,Alternative,2023-11-17T00:11:05.255756,2024-10-20T15:08:44.350507
66156,Gender nonconforming,Rock,2023-06-22T02:55:04.933608,2024-02-24T07:33:35.118496
67745,Gender questioning,Classical,2023-10-22T06:19:42.622561,2024-07-17T17:45:01.234686
65043,Non-binary,Classical,2024-08-29T14:14:55.463021,2024-10-18T13:51:34.646605
67702,Genderqueer,R&B,2024-04-02T22:59:49.097765,2024-04-11T16:42:54.537757
5618,Bigender,Indie,2024-03-29T17:12:11.044624,2024-05-12T04:10:53.565742
82799,Male,Reggae,2024-04-23T22:47:57.659927,2024-11-02T01:43:56.251593
24641,Genderfluid,Classical,2024-12-26T02:38:12.912505,2024-04-29T11:50:47.682671
58027,Agender,Punk,2024-11-27T11:06:59.785839,2024-05-18T09:32:48.716635
26467,Non-binary,Alternative,2023-09-01T22:48:06.770377,2024-11-19T12:12:22.079412
11662,Male,Indie,2024-02-08T20:30:14.307564,2024-05-04T20:34:26.948118
86085,Genderqueer,Techno,2024-06-29T03:54:49.246043,2024-11-30T14:52:37.229144
67805,Genderfluid,Folk,2024-05-08T23:26:14.147690,2024-02-17T09:05:22.366438
87318,Gender nonconforming,R&B,2023-10-27T03:39:12.899784,2024-10-03T03:34:09.435806
86692,Male,Reggae,2023-05-09T17:59:32.687226,2024-03-05T06:45:50.278467
34533,Male,R&B,2023-07-12T05:10:08.540035,2024-09-14T23:26:01.774695
11510,Genderfluid,Funk,2023-10-02T11:31:10.289815,2024-05-15T05:18:53.298489
26927,Gender questioning,Indie,2023-06-20T12:15:34.125633,2024-08-07T07:13:49.779965
52224,Gender nonconforming,Rock,2024-02-13T19:37:42.983343,2024-12-21T11:21:42.345032
59587,Gender questioning,R&B,2024-12-22T21:34:22.742157,2025-01-25T23:02:34.799938
53065,Gender questioning,Classical,2024-02-21T13:25:47.982553,2024-07-27T06:57:21.385366
79702,Agender,Punk,2024-12-21T17:25:16.274103,2024-10-14T14:50:52.350312
20281,Bigender,Pop,2024-12-15T09:41:54.349091,2024-05-17T01:48:49.053141
11203,Bigender,Funk,2024-10-23T06:11:53.414716,2024-02-08T08:59:09.756250
52423,Agender,Classical,2024-05-03T00:02:11.743834,2024-09-19T00:52:37.398658
9981,Non-binary,Funk,2024-05-19T10:58:18.980700,2024-09-08T23:39:49.011162
86542,Non-binary,Reggae,2023-11-07T14:32:14.011585,2024-12-14T01:29:42.525565
56498,Bigender,Techno,2024-07-08T18:50:32.954782,2024-09-24T14:01:58.615976
78504,Gender questioning,Reggae,2024-05-04T23:39:46.086850,2024-08-23T04:35:46.860578
54535,Bigender,R&B,2024-12-29T03:01:04.695657,2024-04-06T11:50:05.283563
67621,Agender,Blues,2023-08-19T09:53:45.032006,2024-02-05T11:19:04.022961
66838,Gender questioning,Rock,2024-02-03T09:14:11.177929,2024-07-30T16:04:32.012144
30766,Genderqueer,Reggae,2023-03-23T10:25:01.809703,2024-01-31T01:46:14.071248
71759,Agender,Jazz,2023-04-01T22:34:05.512142,2024-10-08T00:32:03.449444
90385,Bigender,Folk,2023-08-06T18:14:42.185647,2024-10-06T03:33:38.845563
4007,Non-binary,Reggae,2024-12-20T01:59:23.073136,2024-07-02T00:41:51.880901
17599,Agender,Jazz,2024-04-11T13:23:43.650060,2024-06-09T00:29:53.755834
70424,Male,Blues,2024-12-03T15:03:15.355485,2024-03-11T21:13:23.918700
91243,Non-binary,Jazz,2024-01-21T15:52:41.084396,2024-10-19T11:17:29.718600
68149,Genderfluid,Reggae,2023-07-25T19:24:30.117871,2024-06-28T06:32:14.310099
85957,Female,Funk,2024-05-14T01:02:48.025873,2024-07-28T13:59:23.819828
5725,Gender nonconforming,Hip Hop,2023-11-11T19:37:12.082639,2024-05-25T23:39:59.640672
23879,Male,Funk,2023-12-07T19:48:39.404604,2025-01-05T11:57:24.816267
26006,Non-binary,Alternative,2023-05-20T04:07:28.201685,2025-01-09T10:30:08.278409
89875,Genderqueer,Alternative,2024-11-05T22:08:24.247346,2024-11-09T08:00:54.073573
81059,Gender questioning,Metal,2023-11-10T04:27:50.537004,2024-02-27T17:23:48.229228
11719,Male,Funk,2023-06-28T14:45:06.973419,2024-10-03T09:50:08.334901
77140,Non-binary,Punk,2024-10-02T21:29:20.196098,2025-01-13T02:27:56.279462
68237,Gender questioning,Jazz,2023-11-18T09:50:28.332975,2024-09-23T21:33:33.900865
42110,Gender nonconforming,Metal,2024-08-16T18:57:19.226707,2024-11-30T05:38:59.380360
49974,Genderqueer,Hip Hop,2024-04-06T04:48:33.714101,2024-06-18T00:55:57.353621
92954,Male,Country,2023-11-19T09:38:31.961923,2025-01-12T05:29:28.245317
18312,Non-binary,Electronic,2024-02-25T00:33:08.345279,2024-02-01T20:34:41.281223
44370,Agender,Funk,2023-03-05T10:39:14.528871,2024-12-18T18:55:52.454732
23037,Agender,Blues,2024-07-22T17:12:49.595659,2024-04-09T21:32:26.137313
5176,Non-binary,Folk,2024-11-16T01:34:21.180390,2024-09-17T15:28:13.998363
54790,Female,Indie,2024-10-13T18:09:16.784472,2024-03-09T08:13:40.608721
67936,Non-binary,Rock,2024-01-17T20:17:14.644939,2024-03-20T11:48:42.335974
54906,Agender,R&B,2024-02-09T18:15:07.327790,2024-07-11T00:42:34.942429
20982,Male,Indie,2023-09-02T02:43:52.116740,2024-06-15T04:30:05.132477
19957,Agender,Country,2023-12-15T02:23:07.873764,2024-07-27T05:57:32.189197
16546,Agender,R&B,2024-12-28T09:10:09.858315,2024-11-29T17:40:05.288997
75316,Genderqueer,Indie,2024-01-31T22:22:48.527973,2024-10-23T07:06:15.004067
28595,Gender nonconforming,Rock,2023-09-29T07:57:20.703556,2024-04-16T13:47:51.325896
90901,Gender questioning,Rock,2023-04-29T03:50:14.558559,2024-06-29T03:18:58.436306
49644,Gender nonconforming,R&B,2023-07-31T07:39:07.697205,2024-07-05T17:31:25.398918
34707,Bigender,Electronic,2024-05-13T22:05:14.323504,2024-07-12T03:17:34.833204
44608,Genderqueer,Jazz,2023-11-22T15:48:55.539963,2024-02-09T23:31:16.959723
94430,Bigender,Blues,2023-08-15T07:04:08.957205,2024-07-15T20:40:40.379679
29500,Bigender,Funk,2024-09-29T05:38:24.384433,2024-11-22T10:50:20.833992
84409,Male,Techno,2024-05-15T05:46:55.310230,2024-08-30T22:31:38.289149
70300,Female,Jazz,2023-11-02T12:44:20.896003,2024-07-27T08:25:24.716691
3842,Female,Folk,2023-09-10T21:37:52.138839,2024-09-22T22:59:23.553112
28695,Male,Punk,2023-03-26T02:41:39.047968,2024-03-26T12:06:50.222432
59387,Gender questioning,Metal,2025-01-07T23:43:27.178056,2025-01-03T03:39:50.622120
69381,Genderqueer,Funk,2023-04-25T06:45:32.211720,2024-12-12T03:41:57.132484
65016,Genderfluid,Folk,2023-07-24T21:07:24.985136,2024-06-02T15:25:17.053184
91812,Agender,Hip Hop,2023-02-22T06:27:11.467505,2024-05-29T01:42:13.756141
38974,Male,Classical,2024-09-21T21:37:20.950446,2024-11-23T11:12:02.874815
71026,Non-binary,Indie,2023-08-25T23:49:00.894436,2025-01-14T04:53:55.356602
68692,Male,Hip Hop,2023-08-06T12:16:40.904761,2024-07-03T23:47:55.265116
67713,Male,Jazz,2023-06-08T16:49:56.027021,2024-05-12T12:45:21.247664
55032,Genderqueer,Funk,2023-12-03T14:11:51.990040,2024-07-30T03:52:09.766889
80173,Agender,Alternative,2024-02-25T10:19:50.866928,2024-10-01T18:32:49.238646
72946,Female,Rock,2024-01-30T19:13:34.363190,2024-09-17T11:53:30.066813
1806,Gender questioning,Punk,2024-11-02T14:00:20.992874,2024-03-05T05:55:11.333653
51323,Genderqueer,Punk,2024-02-04T12:52:41.865976,2024-08-29T13:40:19.003994
93413,Non-binary,Hip Hop,2024-12-07T05:04:59.173410,2024-10-04T02:10:27.264611
85493,Genderqueer,Reggae,2024-09-01T09:38:06.270502,2024-11-05T08:26:45.252653
