user_id,gender,favorite_genres,created_at,updated_at
75729,Bigender,Jazz,2023-04-29T00:52:00.914786,2024-04-08T20:53:47.720743
10550,Gender nonconforming,Funk,2024-10-24T12:01:24.968085,2025-01-17T13:31:12.558691
20237,Genderqueer,Metal,2024-03-16T01:11:47.635101,2024-12-16T00:08:12.676879
62237,Genderfluid,Metal,2023-02-20T01:39:28.444825,2024-11-29T16:48:04.849772
23996,Non-binary,Techno,2024-12-02T17:13:22.150173,2024-10-23T16:13:47.336460
70519,Non-binary,Techno,2023-07-17T14:13:38.265420,2024-08-01T17:07:16.535152
86527,Bigender,Jazz,2023-08-21T03:09:45.856476,2024-02-16T15:40:25.109005
35621,Genderqueer,Punk,2023-11-22T03:56:14.005389,2024-11-07T11:39:43.990680
29016,Male,Alternative,2024-02-02T01:11:04.549977,2024-07-22T02:30:16.419738
84734,Gender nonconforming,Techno,2023-11-19T08:45:48.102189,2024-12-05T15:02:14.209551
58800,Female,Hip Hop,2024-05-25T16:56:17.253604,2024-09-10T22:46:46.318118
70731,Female,Alternative,2023-04-05T09:37:15.712428,2024-06-05T10:14:50.280947
40969,Agender,Electronic,2023-11-23T11:29:51.347924,2025-01-07T20:17:12.822549
59703,Gender nonconforming,Pop,2023-02-16T01:58:53.021371,2024-11-26T22:45:50.165610
21690,Genderqueer,R&B,2025-01-18T14:00:00.412639,2024-08-21T06:18:07.461386
50769,Agender,Electronic,2024-08-15T04:12:48.923209,2024-12-02T15:53:49.527346
31336,Agender,Funk,2024-08-18T00:13:20.626609,2025-01-16T01:32:11.729990
67367,Gender nonconforming,Reggae,2024-03-30T06:59:29.973229,2025-01-11T02:53:51.465303
35784,Gender nonconforming,Funk,2024-12-31T17:05:32.830017,2024-08-20T18:59:13.680124
20656,Bigender,Blues,2024-08-11T21:10:45.939757,2024-05-05T07:05:11.560931
50332,Gender questioning,Classical,2023-12-29T16:12:23.704015,2024-06-04T00:42:42.352257
31136,Gender nonconforming,Indie,2024-07-02T17:48:33.440383,2024-11-03T12:15:35.667853
83344,Agender,Techno,2023-04-13T14:26:50.681753,2024-12-14T08:59:51.913432
47843,Gender questioning,Pop,2023-07-07T16:33:48.024230,2024-07-15T21:53:45.429480
52569,Bigender,Techno,2023-05-31T19:38:06.957070,2024-05-10T07:44:44.514424
50930,Female,Jazz,2024-04-12T17:59:07.935047,2024-10-12T09:41:39.041127
84417,Genderqueer,R&B,2023-05-02T11:13:17.188670,2024-10-20T09:23:50.900394
90314,Agender,Techno,2024-08-31T04:50:32.030644,2024-08-17T23:13:01.786969
35178,Agender,Rock,2023-11-05T17:01:13.288831,2024-06-04T05:04:04.425496
18208,Agender,Punk,2024-03-25T04:37:42.109272,2024-05-18T12:48:40.471809
32797,Gender questioning,Reggae,2023-12-05T16:29:23.210376,2024-09-05T22:26:38.782677
32733,Male,Funk,2023-08-06T23:48:27.560286,2024-12-05T02:54:44.282676
76000,Gender nonconforming,Classical,2023-05-02T03:52:45.079127,2024-06-29T06:48:26.940296
14651,Genderqueer,Pop,2024-09-26T11:48:43.994577,2025-01-20T13:58:17.880580
77446,Genderqueer,R&B,2023-04-14T20:42:42.101697,2024-07-17T15:39:31.989238
15031,Agender,Folk,2024-04-16T19:49:13.823091,2024-06-06T13:51:51.554919
32337,Genderqueer,Metal,2023-05-22T22:31:34.485036,2024-03-13T18:08:12.022191
12966,Female,Folk,2024-12-21T07:11:59.671700,2024-07-31T04:27:48.215231
91271,Non-binary,Punk,2024-05-26T19:16:44.015755,2024-02-07T01:48:47.010032
40417,Female,Hip Hop,2023-03-14T05:59:00.630702,2024-10-25T04:07:46.870990
10944,Genderqueer,Metal,2024-08-11T21:21:28.095300,2024-07-05T13:37:54.235176
7954,Bigender,Techno,2024-02-09T16:31:08.165495,2024-08-12T01:51:07.917844
43650,Female,Country,2024-02-07T12:57:15.928149,2024-09-30T04:59:42.597354
35880,Genderqueer,Rock,2023-12-31T19:06:14.799342,2024-09-29T17:43:46.243764
