track_id,name,artist,songwriters,duration,genres,album,created_at,updated_at
97099,prevent,Anthony Berry MD,James Hull,2884,reach,help,2024-11-21T22:37:43.011882,2024-07-06T03:58:18.020866
95620,simple,Sean Banks,Nicholas Marquez,3213,read,side,2023-09-11T16:28:34.161783,2024-09-14T15:26:58.722597
23483,interest,Ashley Haynes,Kimberly Duncan,1435,produce,few,2024-02-22T16:06:03.363292,2024-04-22T22:30:00.988882
37377,affect,Steven Johnston,Andrew Trujillo,2348,out,call,2024-05-12T15:04:10.064794,2024-11-14T00:01:22.774051
1533,station,Rebecca Maldonado,Matthew Pittman,2636,another,food,2023-03-30T00:18:56.397351,2024-10-11T08:27:02.563312
11855,argue,Mason Miller,Robert Adkins,925,magazine,arrive,2024-12-22T07:38:02.723794,2024-03-07T06:45:59.732115
31890,situation,Randall Taylor,Amanda Williams,1284,gun,weight,2023-09-09T07:55:28.428705,2024-08-02T18:46:52.940322
88088,bag,Laura Mcclain,Bruce Ingram,1312,service,despite,2025-01-08T17:38:17.687191,2024-12-13T22:21:53.964459
33273,institution,Jose Williams,Ricky Freeman,1178,then,compare,2024-04-09T23:44:16.172904,2024-06-23T01:02:54.178952
24388,role,Jonathan Wilkerson,Debra Lynch,442,news,seven,2023-05-29T16:45:32.708051,2024-06-07T14:19:04.138668
33260,body,Robert Davis,Isaac Ward,814,force,great,2023-09-26T23:35:51.608885,2024-03-31T13:01:38.150684
63148,investment,Karla Salinas,April Potter,269,find,officer,2024-11-23T05:46:16.429419,2024-10-22T17:24:56.321570
37614,body,Rick Walters,Peter Smith,2496,accept,Republican,2024-04-27T19:27:44.942017,2024-03-11T10:14:37.025084
96969,however,Nicholas Lucas,Melissa Gonzalez,2319,role,picture,2024-07-05T09:28:06.577422,2024-03-02T22:26:12.749067
75914,account,Philip Smith,Donald Wolfe,3309,scene,thing,2024-02-08T10:38:18.856009,2024-02-21T09:45:17.217414
9880,over,Alison Stephens,Bradley Le,2023,write,light,2024-08-21T09:23:56.041452,2024-04-07T15:11:05.438550
70758,something,Justin Smith,Michael Delgado,3291,interest,week,2024-04-01T02:17:40.883343,2024-06-03T09:53:48.884888
12312,have,Daniel Jacobs,Raymond Webster,102,career,in,2023-06-06T13:53:24.249483,2025-01-21T14:17:29.785715
52029,box,Steven Hall,Robert Reynolds,955,senior,reflect,2024-05-16T08:13:44.396704,2024-07-28T22:30:37.363063
57277,ball,Robert Brown,Julie Collins,2235,all,little,2023-04-08T07:49:45.145001,2024-04-05T01:58:45.032274
11084,station,Juan Odom,Deanna Cox,1111,trouble,may,2024-02-17T16:32:31.198177,2024-12-23T04:24:56.844781
16186,product,Pamela Johnson,Corey Mckee,1286,start,star,2024-09-24T04:09:48.716999,2024-12-19T08:22:13.340936
91977,someone,Matthew Brady,Heidi Rosario,1443,but,majority,2023-07-27T06:27:30.316802,2024-04-29T18:51:46.305567
28103,financial,Rebecca Brown,William Baker,3054,for,guy,2024-02-21T10:54:34.341018,2024-05-12T22:47:06.108380
61307,start,Michael Padilla,Robert Thompson,3521,remain,blue,2024-12-31T09:23:15.637602,2024-04-16T07:42:06.661180
34020,describe,Cody Monroe,Ryan Johns,3271,the,born,2024-10-04T12:23:23.390719,2024-11-18T11:22:20.568358
58042,worker,Bradley Meyers,Raven Taylor,3556,medical,despite,2024-09-17T03:04:09.241447,2024-03-19T11:13:46.195142
69186,head,Susan Hernandez,Linda Miranda,785,fine,place,2023-12-04T18:44:40.621176,2024-09-18T00:10:11.104251
12339,rock,Dr. Kelly Bailey DDS,Cynthia Johnson,661,per,pick,2024-09-15T15:31:50.054221,2024-12-27T22:23:59.085577
