track_id,name,artist,songwriters,duration,genres,album,created_at,updated_at
17828,work,Amanda Mcdonald,William Brown,1196,business,official,2023-02-13T04:13:59.882713,2024-08-18T09:51:15.978010
69523,and,Tina Wong,Michael Casey,793,agency,blood,2023-04-27T01:22:47.563277,2024-03-09T22:18:54.310783
72283,since,Justin Kennedy,Jasmine Blackburn,2676,rather,follow,2024-12-03T20:52:28.664337,2024-02-21T03:52:21.547911
64974,require,Jennifer Duncan,Paula Smith,2853,until,value,2023-08-11T21:49:26.218912,2024-06-22T23:54:41.892169
49613,what,Oscar Lewis,Faith Hoffman,2140,magazine,thought,2023-10-08T13:37:26.234140,2024-04-09T06:46:14.951178
4999,black,Mr. Joseph Gray,Brooke Andrade DDS,3065,war,of,2023-04-23T15:53:35.154488,2024-07-07T11:44:09.084195
75179,everything,Antonio Richards,Jacob Cruz,2850,home,later,2023-04-15T07:38:22.887837,2024-08-19T13:06:27.803899
96205,she,Lynn James,Mary Martin,1818,something,road,2023-03-13T12:48:27.078928,2024-03-25T02:22:06.069904
22776,hour,Gavin White,Angel Ford,2491,together,much,2023-04-10T18:17:32.096027,2024-07-24T21:24:56.726703
74724,many,Tammy Moore,Michael Edwards,2236,there,performance,2024-03-01T22:23:50.600721,2024-12-08T01:40:20.859122
16107,media,Joshua Washington,Isabella Martinez,1617,later,foot,2024-06-02T10:54:27.692065,2024-07-22T09:07:32.803907
37386,be,Gina Fletcher,Jamie Johnson,693,investment,magazine,2024-08-26T23:40:39.890824,2024-05-05T17:41:28.958720
7189,fall,Julie Wright,Logan Alexander,1613,teach,mention,2025-01-17T07:28:06.184862,2024-08-03T17:23:56.182424
87154,national,Melissa Santos,Lisa Lloyd,3038,beat,talk,2024-08-11T06:57:45.042902,2024-07-02T08:00:01.462462
31117,foot,Jason Ramos,James Walker,2646,should,since,2024-06-27T03:47:46.335511,2024-04-17T21:37:00.939647
24650,indeed,Patrick Kelly,Eric Bryant,1723,theory,space,2024-03-31T05:55:03.026018,2024-08-25T15:26:50.234658
94118,experience,David Branch,Katherine Stephenson,2746,movement,write,2024-11-29T09:07:02.445819,2024-06-25T21:25:03.319258
