track_id,name,artist,songwriters,duration,genres,album,created_at,updated_at
59636,lead,Terry Perez,Adriana Hurst,490,while,believe,2023-02-20T06:01:07.806996,2024-07-16T21:49:13.682900
22342,few,Julian Price,Susan Nunez,3481,will,truth,2024-05-24T21:52:21.592642,2024-11-28T03:45:38.098464
68662,if,Jordan Kennedy,Stuart Cortez,583,second,tree,2025-01-02T15:50:13.417015,2024-12-08T03:59:45.118745
81862,game,Samuel Wade,Kathy Scott,30,recent,though,2023-05-09T05:43:32.405743,2024-09-08T08:58:01.140684
66905,ok,Robert Chan,Charles Smith,1125,word,all,2024-02-24T10:24:51.562458,2024-06-21T10:35:12.151411
11054,production,Sharon Pruitt,Jesse Garza,2242,seven,individual,2023-03-14T13:50:51.999930,2024-07-05T12:17:26.873328
40546,customer,Jonathan Robertson,Douglas Parrish,2849,season,back,2024-05-18T07:40:51.838690,2024-09-12T22:24:48.331037
10140,option,Joel Phelps,Amber Hernandez,630,produce,defense,2024-09-14T09:10:04.556525,2024-11-07T19:37:54.154517
77027,yet,Thomas Daniels,Christine Gibbs,2994,alone,fall,2024-12-09T18:47:03.650258,2024-10-21T10:42:41.963233
53833,work,Nathan Thompson,Richard Haynes,204,also,anything,2024-03-04T04:43:34.664727,2024-02-18T16:06:06.421117
47737,wall,Stephanie Murray,Cody Hopkins,2480,entire,maybe,2023-09-09T04:35:18.714016,2024-11-01T21:02:27.534550
70551,necessary,Ryan Hansen,Russell Nguyen,2747,loss,learn,2024-01-15T16:23:26.407811,2024-03-01T16:03:07.027035
38449,company,Derek Tran,Tammy Price,2194,company,arrive,2024-04-12T00:48:57.524873,2024-07-31T05:19:21.627976
18663,per,Devon George,James Reeves,663,fall,experience,2024-04-06T04:24:57.524577,2024-11-12T23:31:26.049568
37890,value,Antonio Wise,Candace Prince,2481,indicate,subject,2024-12-25T01:55:20.539888,2024-07-08T14:20:31.517680
60621,Mr,Kevin Thompson,Stephen Ramsey,664,director,yourself,2024-08-01T01:42:05.047018,2024-05-09T12:26:33.809031
36830,recognize,Gregory Kim,Stephanie Branch,3225,cause,child,2024-11-25T01:37:15.119043,2024-11-25T11:30:17.521203
4756,challenge,Melody Bryant,Heather Bennett,2146,woman,performance,2024-02-19T11:34:48.792549,2024-11-27T09:29:53.223119
59811,term,Paul James,Kimberly Potts,1381,clear,will,2023-09-21T19:54:54.577302,2024-07-11T22:45:23.304749
11852,term,Cody Hobbs,David Kelly,1819,ago,wrong,2023-05-12T15:23:36.227288,2025-01-03T19:45:16.411224
6210,without,John Bailey,Jared Reynolds,552,out,audience,2023-05-29T15:37:40.398123,2024-12-08T10:19:26.689716
62951,cost,Gail Hernandez,Jessica Williams,1176,address,into,2024-06-21T12:39:38.611829,2024-12-25T07:33:50.733405
32761,board,Barbara Hunt,Chad Reynolds,2232,always,nor,2023-02-17T23:57:08.381875,2024-11-30T21:39:27.537695
98290,leader,David Warner,Christopher Roberts,1276,establish,whose,2023-03-01T22:04:26.840567,2024-11-02T03:07:24.551674
76798,stuff,Mary Rodriguez,Linda Washington,2702,likely,strong,2023-07-10T06:09:04.420143,2024-04-19T07:18:24.495944
23538,happy,Erica Stewart,Gary Pitts,2730,check,goal,2023-04-01T20:00:51.234220,2024-09-16T04:30:48.545433
96429,run,Christina Adkins,Anna Hayes,2424,arm,quality,2024-06-08T08:30:10.657588,2024-11-09T16:37:50.752988
72946,especially,Kimberly Wilson,Virginia Shepherd,2433,include,forward,2024-06-09T20:41:39.464801,2024-02-28T03:43:40.101164
24748,example,Alicia Maxwell,Pamela Weber,589,may,parent,2024-10-04T13:41:28.013209,2024-12-06T07:17:12.509193
22524,concern,Michelle Huffman,Willie Washington,3568,radio,American,2023-09-08T21:42:54.821458,2024-08-02T16:01:29.425305
8847,today,Ann Camacho,Ryan Arellano,372,sometimes,protect,2023-04-04T05:18:59.747485,2024-12-07T12:25:47.160789
