user_id,tracks_id,created_at,updated_at
39505,94881|71013|6903|26530|42083,2024-05-10T02:05:41.742944,2024-08-04T15:46:45.161915
82150,46693|28029|3540|97969|81805,2023-11-28T13:53:23.306390,2024-07-01T07:09:36.018156
30289,51296|16627|3589|45038|51922,2023-04-28T12:43:43.189329,2024-04-16T05:43:19.834925
55707,58599|9122|45251|75669|8009,2024-10-28T16:09:22.136483,2024-10-31T07:04:44.689678
18049,15296|50671|83109|66066|85329,2023-06-12T05:26:16.347573,2024-09-20T18:30:33.393009
31539,3045|54592|36477|67939|98608,2024-09-01T20:30:21.171335,2024-09-12T19:19:09.519202
93295,47418|53791|52508|45636|43906,2023-12-10T01:25:31.502198,2024-01-05T22:28:37.620893
15201,49033|69463|41311|9175|7906,2024-05-15T20:35:57.872743,2024-06-18T17:47:42.157195
89138,62155|49284|69792|24102|1832,2024-11-06T22:25:28.779046,2024-12-02T06:45:59.609429
49419,16021|22858|88478|12163|59026,2023-09-11T08:49:04.262230,2024-10-11T18:12:29.873599
55724,63942|86818|13963|13992|48639,2023-07-14T22:22:00.609885,2024-11-13T15:40:02.375802
29505,42934|32925|42083|94191|63217,2023-06-26T21:47:38.402709,2024-12-29T15:39:57.054819
7573,39557|18334|48780|92615|73832,2024-03-05T20:42:43.786861,2025-01-10T13:46:59.527935
45262,4583|32427|68166|16915|85415,2023-04-07T01:16:41.512613,2023-12-06T22:25:00.212754
39308,27525|93733|57996|90065|22120,2024-02-29T14:19:17.047034,2024-04-01T05:39:34.092588
7907,10293|81228|82516|28032|16715,2024-07-29T03:31:12.918482,2024-09-07T17:27:00.912903
22831,65803|29449|90867|3853|85041,2024-10-20T08:35:16.665856,2024-11-10T06:14:08.286693
99012,25735|91455|18428|47418|91461,2024-07-01T13:25:33.521344,2024-12-07T10:02:20.802438
27940,2592|25942|55872|62926|36305,2024-04-16T09:48:40.499433,2024-10-20T18:02:37.644334
59383,48715|18334|12512|79349|82716,2024-09-27T23:43:43.539125,2025-01-21T06:32:52.184246
23239,55969|95385|7675|9175|85171,2023-02-25T12:20:02.452703,2024-06-29T03:29:27.520017
58408,47705|50535|85612|69894|87886,2023-11-17T12:23:52.268939,2024-07-17T20:39:48.929183
70614,9107|13963|92882|53335|59517,2023-04-06T20:45:38.800863,2023-05-19T17:55:16.874186
22742,4583|27836|3225|28208|91793,2023-07-22T09:25:29.170630,2023-12-17T03:27:48.309504
25545,78826|43906|72840|674|15296,2023-04-15T13:32:06.296371,2024-06-01T17:33:43.114169
93124,91881|62772|78418|98570|90803,2025-01-23T19:07:19.109601,2025-01-23T21:11:43.807657
13308,87396|56646|3880|89987|34497,2024-05-24T23:47:50.583119,2024-11-05T11:55:49.301787
6703,49553|62562|13176|76191|85880,2024-12-09T10:19:00.516543,2024-12-19T16:07:08.421443
4272,18334|44155|94224|85880|91540,2024-06-17T00:15:26.906333,2024-11-13T00:27:11.872004
53456,92663|77523|40939|76756|70971,2025-01-13T18:19:29.708838,2025-01-21T03:08:28.945410
1216,12163|5164|53134|27636|33410,2023-08-04T04:57:57.131283,2023-12-28T00:21:49.179628
15758,58189|18428|57511|80678|31994,2023-06-12T11:54:35.058987,2023-06-13T17:42:32.140056
66156,75130|6933|61652|18088|17044,2023-04-02T23:15:55.409658,2024-09-09T08:24:36.551796
67745,82516|33890|38339|18092|35441,2023-12-18T05:43:29.445135,2024-05-15T05:44:16.956130
65043,69021|1130|44817|48922|43165,2024-02-22T07:30:18.374953,2024-06-03T01:27:20.403411
67702,3045|73832|40620|83499|50636,2023-07-03T10:26:27.805084,2024-05-06T12:14:33.900739
5618,95385|25153|39200|24498|57741,2023-03-08T22:26:10.152526,2024-05-24T20:36:35.535113
82799,89987|40331|13934|24833|25589,2024-12-29T21:55:03.397892,2025-01-09T04:12:39.453317
