user_id,tracks_id,created_at,updated_at
75729,45277|77574|4607|4756|26847,2023-03-14T20:52:16.644468,2024-12-14T03:52:42.616262
10550,97812|95737|54561|14168|87232,2025-01-24T02:09:18.048527,2025-01-24T02:50:36.477507
20237,62660|96413|25529|84138|4591,2023-10-14T11:03:41.394313,2024-04-19T15:30:33.104717
62237,35915|30784|73669|62657|45305,2023-02-03T14:17:38.485336,2023-10-26T20:07:14.189936
23996,59304|69756|91259|60962|51376,2024-04-18T13:57:29.799558,2024-07-06T23:57:45.387090
70519,63626|28106|79314|91393|47004,2025-01-22T01:08:18.243621,2025-01-22T07:12:54.181973
86527,87216|54820|92184|60288|23502,2023-12-09T00:13:38.260241,2024-01-30T01:25:36.538318
35621,21046|77385|52079|62428|24170,2023-07-15T16:52:26.352740,2024-01-15T08:14:27.907252
29016,42183|53078|84138|76243|8176,2024-09-05T10:07:19.810871,2024-12-12T06:03:06.072589
84734,38546|58670|94386|39354|28106,2023-04-21T22:27:01.323516,2024-07-25T10:56:21.766752
58800,36304|13444|2386|76790|31929,2024-04-03T09:44:00.627048,2024-04-26T23:05:56.496828
70731,6210|90894|96031|31668|85729,2023-06-28T18:25:23.075843,2023-08-02T06:40:38.737292
40969,26293|92244|35902|6729|12435,2023-12-10T09:12:34.078522,2024-04-06T21:34:28.875884
59703,59811|51400|3182|90034|11852,2023-11-01T00:09:33.319455,2024-04-24T16:51:13.438068
21690,94904|6729|71933|43794|58473,2023-09-12T07:45:09.874280,2024-12-04T04:41:25.840336
50769,96717|76282|90836|96031|28475,2023-08-25T16:41:37.640554,2023-12-06T06:24:17.744163
31336,2440|47333|23434|84298|90472,2024-07-21T02:02:23.191099,2024-08-30T06:56:37.482070
67367,54437|62057|12060|14812|18583,2023-10-31T11:28:53.522485,2023-11-09T06:57:28.186131
35784,40610|70058|22211|95825|63351,2024-12-15T13:43:20.412500,2025-01-02T06:43:22.137973
20656,51657|39067|86695|51100|91545,2024-01-24T11:51:05.277673,2024-04-03T22:05:01.797489
50332,74474|83560|88915|20945|79460,2024-11-05T20:50:28.849606,2025-01-07T20:19:07.383143
31136,21406|2233|77574|13734|2386,2023-10-13T10:09:35.221084,2024-03-16T21:09:23.918198
83344,96163|6210|30997|26166|12435,2023-05-05T13:12:07.123552,2025-01-21T07:34:14.723965
47843,98290|24782|45305|81476|26847,2023-05-03T00:54:48.767212,2023-05-09T09:07:39.847059
52569,67796|52255|53589|53390|24833,2023-07-15T19:07:52.068621,2024-01-27T18:06:23.713772
50930,47742|60500|4122|66794|60607,2024-07-20T22:49:47.710924,2024-12-03T09:35:55.271091
84417,78737|23046|95243|48983|92184,2024-06-06T03:17:51.293728,2024-06-22T01:42:35.275002
90314,27514|94465|77027|47452|4591,2023-08-30T02:36:15.288886,2024-09-21T21:59:50.304521
35178,86299|19083|90472|84270|40149,2023-05-02T18:23:38.131600,2024-08-13T06:53:19.435181
18208,37061|55327|38878|22253|42761,2024-08-25T05:29:52.718761,2024-10-01T12:44:54.974309
32797,3853|93617|25529|59273|47143,2024-06-29T01:33:41.675094,2024-07-01T20:47:48.609878
32733,12909|31668|95547|46299|96031,2023-05-23T04:54:49.182054,2024-04-19T11:06:39.517763
76000,84138|78736|72701|56319|28106,2024-07-27T02:29:10.633537,2024-09-24T21:21:42.183543
14651,84744|25811|12154|35333|42555,2023-02-18T06:35:02.521061,2025-01-08T20:41:28.569734
77446,43678|85729|8426|96031|26759,2024-03-13T17:34:21.097922,2025-01-14T03:14:43.021525
15031,14794|82347|51657|97731|19694,2023-06-18T04:45:39.552746,2024-03-14T23:50:50.507644
32337,24012|26759|97851|28279|55645,2023-10-04T00:33:59.427219,2025-01-18T13:34:00.363750
12966,27998|61865|99967|48967|69756,2024-10-16T06:15:20.605822,2024-12-16T02:14:10.805196
91271,40170|32184|37605|1955|9389,2023-07-14T13:16:09.030905,2024-12-01T02:03:58.646101
40417,68194|55488|98598|68662|67218,2023-06-30T03:41:12.610536,2024-06-08T21:02:28.187074
10944,98814|18072|96601|62949|24423,2023-10-28T05:31:03.005008,2025-01-24T07:56:15.900511
7954,39354|11054|24764|31414|35902,2024-03-16T01:27:08.645824,2024-04-28T02:28:19.656766
43650,17952|85208|29681|20006|88385,2024-08-04T06:08:33.236035,2024-08-26T21:11:56.923043
35880,79529|13172|99471|65700|4601,2024-04-20T18:27:18.214533,2024-05-07T16:48:16.563745
4900,42698|74210|54084|34180|47895,2023-09-14T17:39:27.270752,2023-09-16T16:49:30.920485
97780,95461|72701|99250|59593|4756,2024-08-14T04:23:16.680744,2024-10-23T23:57:22.752644
47813,7090|704|90620|47049|3811,2024-09-18T19:08:37.499521,2024-09-22T16:01:40.055664
53791,72159|86307|82347|21406|13444,2024-09-29T21:02:07.677954,2025-01-22T03:06:03.721017
26622,3973|51376|13507|652|66794,2024-11-03T01:35:18.619094,2025-01-21T00:48:45.470372
65106,5063|4479|52530|77577|79314,2023-10-04T03:39:58.958634,2024-10-10T03:55:01.551444
94603,52486|28457|54084|4808|38822,2023-08-06T06:54:49.714252,2024-01-08T12:50:20.697039
27230,79127|24833|3085|92849|77006,2024-03-09T17:57:13.273014,2024-07-12T19:16:08.759414
49932,77152|4273|76775|37061|22087,2023-07-06T00:52:23.519627,2023-07-18T08:51:29.158616
4269,7037|3811|91393|33116|16625,2024-01-15T10:09:25.820407,2024-12-22T23:08:05.588826
53129,60356|64590|81672|94206|45782,2025-01-11T21:35:35.379904,2025-01-21T07:54:39.378978
81757,11143|13444|36844|72505|65850,2024-01-25T09:47:29.059832,2024-05-08T04:44:59.788610
86147,36830|25988|27379|89701|2907,2024-03-01T07:28:04.955995,2025-01-23T02:18:40.652936
20185,5504|19694|68173|98290|12154,2023-03-26T16:11:46.682565,2023-11-29T09:13:40.929544
84415,81731|51828|15587|27147|98855,2024-05-10T13:08:51.627566,2024-09-07T11:24:27.525624
27636,91769|62190|94366|68145|95825,2024-05-20T01:06:04.620463,2024-10-15T15:51:31.057575
51169,29681|3|5063|18925|69057,2023-03-14T19:38:27.878810,2023-04-13T16:53:20.441846
51424,62951|30997|17952|8426|25462,2024-02-21T23:58:31.190129,2024-12-23T11:43:50.767689
20807,49593|54437|69645|2350|67969,2023-12-29T00:03:09.821603,2024-01-06T09:42:55.176869
74460,85208|3085|59577|64998|57306,2024-09-02T13:04:03.932770,2024-09-17T09:40:43.914569
40983,95547|18016|41576|1876|58473,2025-01-18T10:24:24.198720,2025-01-22T23:48:10.662258
1717,45305|51376|31576|19083|97330,2024-05-19T12:19:31.033437,2024-07-17T00:54:22.035553
51949,8426|43264|27514|56823|77613,2023-05-26T11:46:00.109219,2024-12-11T11:15:22.924172
50037,59319|14168|24833|84227|80610,2024-04-18T13:06:41.508679,2024-06-15T06:15:00.995028
76816,35480|51065|31400|11143|96717,2024-12-21T22:16:26.474393,2024-12-30T12:14:37.565140
10233,23244|53833|91259|29265|58607,2023-12-20T03:13:52.535022,2024-01-21T14:32:22.372637
90819,35915|73119|51100|28941|21357,2023-10-01T00:39:47.820633,2024-06-21T09:05:30.208699
53378,14812|48988|6729|51065|3085,2024-07-18T05:44:17.597837,2024-11-03T14:17:30.672980
48768,54561|49333|29265|81672|17943,2023-12-08T23:15:44.997170,2024-09-11T10:13:29.107272
12685,72159|52079|45328|95535|38263,2023-08-09T01:29:35.687980,2024-02-02T06:54:18.741624
55616,84789|22265|96717|50414|55721,2024-11-01T12:14:25.380630,2025-01-11T11:40:47.813171
