user_id,tracks_id,created_at,updated_at
32341,5008|15505|17115|14281|75404,2024-11-09T06:07:40.468224,2024-11-09T20:32:34.321666
26803,58177|7445|20400|38666|39671,2024-09-07T08:35:43.838057,2024-12-14T04:07:27.618824
17335,38020|94227|49829|62023|37962,2023-08-20T07:14:13.269755,2024-05-26T09:46:35.403755
27237,62924|45472|62575|20961|77446,2023-08-11T17:26:27.197997,2024-07-31T16:29:45.122553
2156,22913|17436|36036|20330|62698,2024-04-17T23:06:46.564844,2025-01-19T08:20:10.083718
50367,73829|19869|45959|92538|14472,2024-12-26T04:21:14.737963,2024-12-30T22:42:52.495858
78497,74201|52795|33101|94040|29733,2024-01-04T10:53:59.768009,2024-04-18T07:40:17.083484
77727,44263|84741|74147|76437|13162,2024-12-13T09:56:17.957464,2025-01-08T13:19:54.491149
83501,65066|28961|76509|36036|58014,2024-12-15T16:23:54.120037,2025-01-14T13:02:31.483144
64039,65478|80415|65988|11084|9482,2024-09-19T19:35:48.202984,2024-11-30T15:34:44.643395
11606,32402|8678|21688|37625|65066,2023-01-26T18:37:04.997785,2023-09-22T09:22:20.168422
70004,92099|32106|92029|26917|52167,2023-03-03T03:26:02.308182,2024-04-16T19:06:42.010744
71797,53401|57237|84161|60138|17976,2023-11-11T22:39:16.622214,2023-11-25T22:22:21.664603
75135,44550|84741|10933|80511|18774,2024-08-29T16:19:59.494982,2024-09-29T17:41:40.727961
40833,72562|64440|85477|99818|91457,2023-04-12T13:40:44.990939,2024-01-04T18:39:24.534473
47722,73957|72071|45171|65849|18677,2024-06-12T20:35:02.084474,2025-01-09T20:17:34.432145
47026,88766|78501|39337|55812|73270,2023-10-03T06:42:30.784782,2023-11-20T05:25:00.018675
75727,2967|5008|68332|24506|81515,2023-08-11T05:14:24.290896,2024-03-17T13:38:53.562689
78964,24539|33260|26721|64992|82297,2023-08-29T08:38:07.112396,2024-12-29T12:28:18.533882
83758,49564|24879|50384|91410|14281,2024-03-15T09:45:23.522602,2024-10-31T12:46:07.801490
5033,46106|87281|68819|59983|16814,2024-11-14T17:36:16.581470,2024-12-22T17:39:03.700344
67764,80917|27564|66802|12136|19294,2024-07-03T21:42:43.050371,2024-12-20T20:03:59.020613
94515,59221|78346|27603|82679|6977,2023-04-17T18:02:03.544566,2024-11-05T12:35:03.260625
27447,77711|29553|33101|61957|10429,2023-12-12T02:57:09.991926,2024-02-03T00:16:52.288855
58105,92922|37065|49564|45226|31658,2024-11-02T16:42:05.647260,2025-01-06T10:51:56.257597
9347,20966|72553|32402|78119|13712,2024-09-29T07:48:37.013628,2025-01-17T19:33:32.297618
18375,87596|33273|58497|94188|15487,2024-07-30T06:48:16.207697,2024-08-28T01:57:58.029298
9869,84906|18927|20966|36797|20245,2023-09-19T06:10:50.955613,2024-06-15T17:40:22.982699
83541,17995|30045|63853|48993|32727,2024-03-21T10:27:44.164456,2024-11-26T18:42:22.615242
17045,7848|49829|74201|3605|68819,2024-11-04T05:05:38.320221,2024-12-01T06:08:21.817014
50307,20245|23483|89909|91543|61138,2024-08-06T13:10:09.915866,2024-09-09T19:49:26.368047
3566,28496|1416|63853|44906|40703,2024-10-22T09:10:08.058565,2024-12-07T01:28:14.448444
56602,60138|95435|63239|42001|74201,2024-09-13T09:23:10.973689,2024-10-02T18:04:10.218568
80294,14707|29699|50384|3716|50891,2024-03-30T14:13:25.602571,2024-09-12T15:34:24.628080
53646,80466|88434|96490|71274|66384,2023-04-18T09:54:19.057494,2024-07-30T08:46:10.430142
56087,73505|82297|31101|73596|12625,2023-02-14T21:00:59.759265,2023-07-27T10:52:36.235499
68559,22860|27797|28358|45004|55381,2023-10-05T19:46:18.804555,2024-07-11T11:32:26.663057
64395,22998|63378|86365|85741|16814,2023-09-04T14:51:55.029740,2023-09-14T08:55:28.400260
95853,426|71056|21649|5815|65698,2024-12-18T10:57:29.111089,2024-12-21T06:56:01.592272
44792,14921|12262|76125|50476|23771,2023-04-17T00:20:04.105424,2023-08-06T01:34:14.953981
