user_id,tracks_id,created_at,updated_at
53503,53700|49194|72493|72251|96036,2023-09-05T22:38:33.181076,2024-08-21T18:08:47.809729
12419,36301|24193|42359|74306|94364,2024-08-12T13:24:07.067782,2024-09-08T13:43:51.226673
84924,36291|69320|84845|64799|73249,2025-01-28T02:46:36.243704,2025-01-28T17:30:33.932297
64072,24193|82098|57711|45365|19500,2024-11-04T15:20:43.014452,2024-11-04T21:08:01.636820
62576,82058|78221|72583|21810|19500,2023-12-21T04:13:41.321334,2024-02-17T00:37:34.250190
74062,47826|83958|95051|73351|50419,2023-04-07T05:29:08.848898,2023-05-14T21:53:13.867037
69822,31206|99907|29566|11277|73589,2023-05-08T01:50:20.762993,2023-06-22T17:31:26.304098
19672,34350|90244|3336|86466|29466,2024-11-19T15:48:08.942843,2025-01-16T14:29:36.595290
13533,78368|27101|54395|87445|61468,2024-12-12T14:22:00.421429,2025-01-13T20:28:57.787131
8449,31484|7359|36323|68783|68229,2025-01-23T06:13:02.771250,2025-01-24T13:44:48.432164
69157,35424|5546|35672|53059|72388,2024-08-27T19:24:01.236756,2024-09-12T17:19:06.393397
17028,41469|6380|18767|34516|71409,2024-02-09T19:41:03.094899,2024-11-04T06:17:07.087957
84729,58766|93037|91843|20034|91807,2024-12-10T13:51:52.029749,2025-01-07T23:43:06.345172
16720,73152|72184|14134|32161|88945,2024-10-15T11:07:48.512586,2024-12-18T18:25:23.029504
1791,43132|67582|16784|55810|97476,2024-06-29T18:39:22.107167,2025-01-14T05:55:47.608815
57133,97133|95984|10044|58274|10066,2023-05-13T12:04:31.419744,2024-02-09T05:28:14.491554
56861,37793|58150|5943|87589|91489,2024-11-06T12:10:11.205408,2025-01-26T13:27:45.406000
14808,12274|77336|53059|2841|35378,2024-09-25T06:58:46.180710,2024-11-26T04:09:06.273654
22402,15437|61706|37410|3747|20295,2024-11-20T23:53:37.036728,2024-12-25T18:50:41.580729
93622,10982|8352|93317|27664|82023,2023-06-17T00:16:25.543883,2023-07-22T00:46:06.560638
50390,43950|67449|77829|79644|63043,2024-03-08T13:46:49.425595,2024-05-23T21:35:05.289939
19562,11045|49439|76360|67143|97825,2024-07-24T02:45:37.379788,2024-10-30T02:37:19.510004
62965,47852|69454|33149|51112|31484,2024-05-30T04:24:02.948482,2024-06-23T14:48:15.431680
3198,25832|34286|55069|51206|45469,2023-07-22T11:42:45.242449,2023-09-19T21:05:46.139936
12426,83475|80161|27014|61329|21810,2024-09-04T02:14:37.608350,2024-09-11T14:29:23.523633
50139,16608|48803|55032|34512|15448,2024-03-21T19:07:26.321327,2024-12-08T18:21:35.061820
44633,34848|89418|35166|20295|11045,2023-11-05T00:36:34.387167,2024-04-18T04:22:23.905015
12766,21755|15147|90343|21810|76448,2024-12-08T21:52:14.196569,2025-01-08T21:45:50.689806
21270,68605|1810|48279|70081|4769,2024-04-03T09:10:57.753717,2024-09-03T04:38:46.622471
52123,30152|5302|48962|97181|99907,2024-08-11T05:29:20.394294,2024-08-29T07:57:46.979583
53266,5016|31069|26964|90312|2729,2023-03-02T02:38:48.654716,2024-04-21T23:38:14.466205
98364,96193|56469|79108|83601|56077,2024-05-15T12:42:31.114310,2024-11-25T13:11:41.179651
24081,11045|94691|80256|5732|76878,2023-09-01T14:04:16.961002,2024-05-04T08:37:14.214554
21997,35665|51586|62500|45397|57652,2023-01-30T00:13:42.599024,2024-09-05T05:22:02.852717
85142,23710|70163|89660|24568|67533,2024-01-31T16:02:49.739769,2024-06-03T21:42:26.819032
44309,62715|8004|10505|90343|98831,2024-07-05T15:16:31.050621,2024-09-01T03:31:57.888387
87173,9801|58093|17319|85522|69620,2024-06-12T18:05:56.629216,2024-09-07T21:05:55.232567
25902,35378|85522|96193|18845|77638,2024-09-14T14:33:06.505737,2024-11-18T14:46:13.447660
62277,48142|88223|80611|25510|2136,2024-08-10T00:05:31.783981,2024-12-29T08:08:04.266714
91776,49012|84194|67946|83778|70163,2024-06-09T02:49:26.980675,2025-01-24T13:15:55.281834
39567,87589|95051|90587|72368|20559,2023-02-12T06:32:34.953885,2023-10-28T09:33:26.385978
10383,81712|36601|91843|73327|19516,2023-06-22T03:12:35.747952,2023-12-21T07:57:00.447834
4938,25306|48945|79044|15448|47365,2024-10-12T15:23:55.059698,2024-10-13T10:58:52.593827
42505,57077|96154|60929|83322|47894,2024-06-17T09:27:51.735260,2025-01-03T15:57:59.909169
91768,69892|97181|42648|93905|44971,2024-04-04T00:40:28.727966,2024-07-30T13:12:15.885355
41157,8720|81634|2503|84633|56140,2024-12-25T05:04:10.292917,2025-01-02T11:28:10.480105
55766,31082|11788|9043|47343|234,2024-01-08T11:38:17.457514,2024-09-25T22:40:34.181878
55163,62500|93214|42676|99907|30262,2023-09-30T16:22:57.861552,2024-04-18T14:05:51.403335
63534,60710|53700|92633|96771|63284,2023-04-25T07:38:20.934486,2024-11-02T08:27:06.686694
93808,93037|80631|61329|85995|8669,2024-03-03T03:29:53.152554,2024-04-26T18:14:15.069216
8726,93425|8720|68016|17074|92668,2023-02-25T01:08:44.166584,2024-09-20T01:58:09.895046
33934,69620|16324|70303|25962|8859,2024-02-01T12:11:20.627703,2024-08-11T03:49:54.509204
5200,16784|10012|67143|40611|51791,2023-03-28T02:29:34.849609,2024-05-29T02:51:14.680568
49002,42747|25962|81470|22050|1284,2023-10-20T21:48:04.565320,2024-08-26T09:05:13.379096
44264,52410|64531|48475|77151|19077,2024-02-05T21:12:43.152774,2024-09-05T04:18:52.651511
36669,99907|68118|54537|35656|40642,2024-02-14T04:09:00.025921,2024-10-05T11:22:16.326874
56743,57763|77336|26261|53510|7993,2023-02-01T21:28:07.317379,2023-05-31T19:02:42.890711
60296,26095|49439|87013|34905|44795,2024-01-24T17:33:44.940284,2024-04-10T20:02:43.844400
37737,87426|76314|72251|307|49777,2023-05-12T08:35:43.794628,2023-10-25T10:27:27.514099
74314,2811|87589|46358|90323|71561,2024-08-30T14:14:17.162976,2024-10-07T15:24:18.314839
