user_id,tracks_id,created_at,updated_at
40677,14542|88950|3101|17170|25471,2024-03-01T16:58:50.931329,2024-12-13T00:32:32.658952
2154,23385|68371|12905|87477|75813,2023-09-06T00:50:19.412255,2024-11-23T04:50:22.685523
44007,86067|2105|864|79974|60889,2023-08-19T09:56:42.847353,2025-01-24T14:46:31.043552
14721,43825|49809|9241|46418|21690,2023-10-17T02:12:28.163458,2024-04-30T12:32:07.835722
88619,2797|19582|13573|98509|493,2024-01-31T20:44:34.057958,2024-12-15T13:35:56.229578
49862,82180|96458|94709|72920|68260,2024-09-21T03:58:19.097974,2025-01-09T06:39:09.016770
85735,82572|4671|58490|65510|18070,2024-11-14T23:44:06.326372,2024-12-13T03:10:16.473194
56988,2571|72627|41072|30254|21765,2024-10-12T11:43:06.997757,2024-11-26T03:41:58.867561
64184,65583|30871|39638|39065|34701,2023-07-09T22:18:44.438021,2023-08-07T09:11:15.115771
53223,92938|89107|22663|38498|55136,2024-08-29T23:54:39.910935,2024-09-08T07:18:29.604355
59912,59376|23173|47573|24571|59620,2024-01-07T21:02:18.957275,2024-03-06T23:35:03.569694
98025,36400|32034|45084|91876|19582,2023-02-01T03:17:16.933467,2024-06-07T14:09:38.266999
58453,88730|52199|43130|59606|13937,2023-12-07T08:22:28.101561,2024-01-11T20:24:37.573640
17289,85789|35209|25161|66270|88716,2023-04-24T02:37:08.102707,2024-06-21T01:29:15.502487
83797,64176|51796|30117|31619|17118,2023-08-31T11:02:50.848322,2024-05-27T13:26:30.733170
40084,46497|37952|72529|5804|72727,2024-01-09T14:04:04.114963,2024-10-20T04:07:49.086710
79614,15274|48576|52503|26858|59376,2024-05-22T16:29:46.801531,2024-07-06T11:45:45.402986
15453,10264|97943|176|7568|32628,2024-05-08T20:50:01.049700,2024-07-20T18:51:34.471180
52680,56083|32034|176|3189|77596,2023-07-10T16:10:52.432884,2024-06-07T08:56:29.298688
30156,60465|84420|67380|34569|52387,2023-06-22T01:57:08.998360,2025-01-16T01:56:53.822693
58077,14923|62082|62995|64356|85246,2024-11-10T17:39:56.971768,2024-11-24T06:42:56.409436
3894,45064|88501|50187|28045|55396,2024-10-28T14:26:34.360546,2024-12-19T11:05:51.929972
93168,66540|7568|28902|37507|7000,2024-12-20T23:55:29.472785,2025-01-17T20:21:32.458550
28421,69297|91526|28491|95345|84332,2023-11-14T16:49:50.249985,2024-06-07T12:39:40.242874
7706,12575|8415|23116|80846|50851,2023-08-31T03:16:40.777459,2023-10-05T20:22:50.488972
27815,72676|16101|30871|58248|16349,2024-04-20T14:59:00.830838,2024-12-07T11:44:03.172537
87498,8381|7568|61856|58706|95788,2023-06-21T05:53:04.747027,2024-12-24T09:40:27.530403
49266,83780|29563|9600|3926|16397,2024-05-24T07:44:08.273633,2024-06-08T08:08:31.427250
22525,15796|40534|36313|11468|65146,2024-04-02T00:04:10.137087,2025-01-18T09:28:28.477675
92824,94774|1275|15796|58438|86262,2024-03-05T03:38:29.712019,2024-08-06T07:58:13.708834
14522,32831|32110|85788|13430|22038,2024-08-16T19:26:02.241267,2024-09-14T11:18:35.226971
83536,90386|40534|1381|58490|84332,2023-09-19T01:39:05.982406,2024-11-05T17:01:16.427862
20560,83557|8415|80126|39509|65146,2024-12-16T22:03:41.554836,2025-01-12T01:08:56.777598
56205,8056|89053|65252|24580|91115,2024-04-24T22:12:12.446204,2024-05-21T19:52:58.675590
1449,53400|8153|58115|8626|38765,2024-01-04T07:56:03.509428,2024-10-09T10:01:18.304879
88133,66564|52262|72037|5413|2013,2025-01-10T14:09:12.070128,2025-01-12T02:58:36.924378
37528,48643|98650|16564|55396|9990,2024-04-11T18:22:34.464227,2024-08-03T03:07:39.046405
24232,20017|72733|83489|89260|23385,2023-10-27T21:32:13.835032,2024-12-18T15:37:37.069670
14276,9954|88146|70653|80830|90013,2024-12-23T13:20:29.646254,2025-01-01T09:03:38.212055
68109,5096|20017|63394|95573|38555,2024-10-30T22:46:06.812039,2024-11-15T18:49:47.531429
86105,3352|24805|1216|33849|32431,2023-04-01T22:21:23.950954,2024-01-16T12:22:57.054288
87942,80846|29597|99064|79474|50567,2024-02-07T22:56:43.267081,2024-03-01T09:43:43.763475
31349,37507|83993|97332|30902|91115,2024-06-16T07:12:38.345798,2024-08-18T04:48:31.756806
19409,48643|82627|64356|81129|10530,2023-12-08T06:08:36.795372,2024-07-02T12:42:32.288620
13282,41072|74857|2366|68570|61659,2024-04-27T13:35:37.267165,2024-12-07T16:57:05.631953
52260,94936|64589|39967|2404|92331,2024-10-02T17:10:54.688955,2024-12-02T18:09:21.842445
59173,24349|52084|21928|97145|5290,2024-03-27T06:17:29.525991,2024-05-20T07:41:46.679925
41424,83557|12275|59376|24805|48785,2023-03-17T07:49:54.053664,2024-11-22T22:04:40.523390
90693,77605|1381|86243|69593|41488,2024-10-29T01:04:24.322882,2024-12-03T16:21:38.640129
82555,60820|40037|49665|81905|63534,2024-02-28T13:40:21.638143,2024-12-19T00:22:36.221307
90415,83459|4765|11405|21457|25948,2023-10-04T16:34:55.965912,2024-03-15T09:39:45.461417
14229,43432|49403|8243|14542|72529,2023-11-22T18:03:21.678652,2024-03-22T07:58:39.447745
34211,35344|49421|41484|42865|76931,2023-10-13T21:46:15.201576,2024-12-10T22:25:10.139528
46560,67380|88113|16509|30858|10314,2023-10-06T09:43:18.792174,2024-09-20T18:23:05.132915
5191,89748|30858|80290|23023|34081,2024-12-11T11:26:08.294670,2025-01-22T07:20:27.267868
44402,33484|18593|85900|74987|68300,2023-12-28T08:33:08.440325,2024-08-24T19:22:06.902570
36017,57782|44552|94928|28622|91876,2023-02-12T14:20:30.720692,2024-04-25T05:48:11.300171
54948,37424|76210|52333|16397|1259,2024-04-03T05:24:08.511169,2024-08-28T20:21:35.334189
19427,67611|83557|15930|83277|16590,2023-06-07T05:56:24.264968,2024-02-22T21:35:38.144963
34321,88146|96018|39746|42544|91115,2024-10-13T17:18:50.361563,2025-01-27T00:45:49.779846
44400,7568|4940|17170|48785|63185,2025-01-29T05:50:14.723911,2025-01-29T08:10:01.440541
28046,88113|37424|49756|99767|2986,2024-07-24T01:42:32.658464,2024-09-23T05:23:09.609787
71226,69593|66270|68570|70743|44552,2024-05-11T01:19:53.580147,2024-06-02T07:56:33.705623
47018,55922|62082|28622|22038|26228,2023-10-03T11:12:17.224879,2024-12-08T08:10:12.491042
63483,40473|62995|44188|16113|47573,2023-05-18T06:57:30.409607,2023-09-07T12:15:15.896805
32629,3215|85603|17833|17541|99995,2023-05-10T17:08:07.624338,2024-04-04T15:42:13.041419
19078,47687|52262|6622|2355|5971,2023-09-27T09:24:33.516607,2024-01-17T08:12:12.953709
52742,65609|48338|21346|67611|28275,2023-03-02T01:17:08.572987,2023-03-09T15:29:52.912471
7907,33464|28622|74055|28635|59597,2024-04-19T06:46:39.332829,2024-06-20T05:46:25.094175
42214,57270|176|9241|19087|63599,2024-05-13T03:40:45.204162,2025-01-15T10:01:51.903302
41091,86709|97462|8093|48337|62995,2023-11-15T10:24:51.663274,2024-07-06T08:02:48.691887
52500,72733|23498|83664|1466|99064,2025-01-15T13:17:19.718716,2025-01-28T12:11:53.685907
92071,36060|27232|55481|34569|13210,2023-09-14T10:52:35.784424,2024-04-20T23:48:50.085784
63315,58706|79953|94115|68508|27491,2023-11-24T05:05:36.703386,2024-01-13T19:42:25.859509
65705,42234|8322|40009|38786|9990,2024-12-10T07:19:50.573191,2025-01-01T20:34:58.980010
42184,52503|48588|28620|8431|27978,2024-07-21T21:18:47.674823,2024-08-03T21:14:33.418084
81243,8197|23831|32750|58706|67158,2023-11-20T09:32:19.771341,2024-10-08T07:45:41.406831
31909,8728|19540|2404|39325|47820,2024-05-16T20:34:28.191788,2025-01-05T22:21:17.266015
5069,30045|98509|23092|93225|43130,2024-12-06T15:22:43.795824,2024-12-08T03:47:17.370607
94226,20321|34081|27978|3798|62513,2024-01-10T08:39:39.398256,2024-03-11T21:14:57.245283
26752,4765|35399|44356|24349|48654,2023-02-14T14:27:19.353543,2024-12-14T03:15:38.028502
96265,57875|9632|15624|83993|6065,2024-08-05T19:43:29.717547,2024-12-20T02:31:42.476004
44633,50921|28045|31760|77605|21068,2023-03-23T13:17:56.021795,2023-04-25T00:38:15.958476
58653,42166|65583|1641|1620|68348,2023-04-22T05:48:12.721445,2024-04-27T21:29:20.817774
49236,59604|52499|51793|9241|84876,2023-10-07T12:01:28.725963,2024-08-20T17:46:37.648552
43098,3579|5971|10277|9990|13937,2023-10-26T16:26:53.750357,2024-01-17T07:22:39.504978
3285,94774|93617|12059|57577|7460,2023-04-04T16:54:24.678354,2024-02-04T21:06:43.873593
63074,67158|61144|81423|71578|88950,2023-11-14T14:20:33.017034,2024-11-12T15:48:49.514817
51941,38501|11028|94063|9169|1323,2023-09-25T02:26:49.514193,2025-01-11T22:04:36.604927
41526,39009|61179|32228|94156|79474,2023-03-20T23:53:15.169108,2024-07-26T01:55:46.636707
14138,16590|13937|9600|1641|72870,2023-09-11T09:37:57.722312,2024-12-30T04:45:48.745096
30523,15121|57577|40534|71490|35209,2023-06-09T19:15:35.225470,2023-12-30T23:38:27.118715
77264,19783|8124|2092|89053|44231,2023-08-21T18:39:46.636760,2024-01-14T19:19:31.617259
8643,11468|82701|57048|44356|59376,2023-03-10T02:50:42.218003,2024-03-20T22:41:40.500396
64113,12275|2986|40534|73136|26228,2023-05-01T08:22:37.863638,2024-04-03T11:49:59.130386
1704,86964|88950|27136|31664|60690,2024-06-26T01:06:20.016708,2024-11-05T12:02:42.805328
56355,29907|30858|47687|37284|54655,2024-05-28T23:46:52.025106,2024-10-02T21:04:12.665764
41830,58490|16113|18680|68348|11291,2024-12-05T08:00:23.548672,2025-01-26T07:31:42.777377
